,categories,seedwords,words,rseeds
150,anger,"['unhappiness', 'unspeakable', 'impatience']","['unhappiness', 'bluntness', 'defensiveness', 'exasperation', 'indecisiveness', 'impatience', 'hysteria', 'disinterest', 'hesitancy', 'equanimity', 'dissatisfaction', 'wariness', 'bitterness', 'passivity', 'frustrations', 'irritation', 'helplessness', 'cynicism', 'restlessness', 'timidity', 'frankness', 'disaffection', 'paranoia', 'edginess', 'disgust', 'disenchantment', 'perplexity', 'disdain', 'strong_emotions', 'bravado', 'fatalism', 'selfloathing', 'shyness', 'selfdoubt', 'apathy', 'weariness', 'incredulity', 'discouragement', 'arrogance', 'inevitability', 'uneasiness', 'disillusionment', 'awkwardness', 'elation', 'selfpity', 'resentments', 'recrimination', 'scorn', 'contrition', 'puzzlement', 'powerlessness', 'incomprehension', 'distrust', 'insecurity', 'discord', 'nervousness', 'frustration', 'discomfort', 'hostility', 'fury', 'distaste', 'indifference', 'dislike', 'moral_outrage', 'dread', 'ill_will', 'agitation', 'anguish', 'ambivalence', 'pessimism', 'apprehension', 'disapproval', 'pettiness', 'alienation', 'anxiety', 'rancor', 'aloofness', 'stubbornness', 'resentment', 'befuddlement', 'annoyance', 'bafflement', 'unspeakable', 'indecision', 'disillusion', 'regret', 'discontent', 'strong_feelings', 'bewilderment', 'candor', 'revulsion', 'unease', 'loathing', 'indignation', 'anger', 'reticence', 'naivete', 'disquiet']","[52, 90, 41]"
151,politics,"['ideology', 'spokesperson', 'advocate']","['pragmatism', 'ideological', 'american_democracy', 'social_justice', 'political_philosophy', 'racial_equality', 'moral_values', 'political_arena', 'racial_justice', 'social_policy', 'liberals', 'litmus_test', 'individual_rights', 'liberal', 'nonviolence', 'religious_right', 'orthodoxy', 'proponent', 'social_change', 'libertarians', 'civil_rights_issues', 'libertarian', 'ideologue', 'american_values', 'equal_rights', 'espoused', 'strong_advocate', 'individual_freedom', 'social_agenda', 'advocate', 'populism', 'political_interests', 'conservative_views', 'conservative', 'traditional_values', 'centrist', 'liberalism', 'national_policy', 'environmentalism', 'championing', 'reform', 'conservatism', 'conservative_agenda', 'prochoice', 'espouses', 'social_issues', 'socialist', 'liberal_agenda', 'reproductive_rights', 'politician', 'ideology', 'politics', 'labor_movement', 'political_agenda', 'inclusiveness', 'spokesperson', 'extremist', 'campaigner', 'corporate_interests', 'political_views', 'pluralism', 'free_enterprise', 'conservative_movement', 'civil_rights', 'civil_liberties', 'pacifism', 'advocates', 'ideologues', 'limited_government', 'local_politics', 'good_government', 'elites', 'reformer', 'activism', 'activist', 'constituency', 'espousing', 'supporter', 'gay_rights', 'crusader']","[37, 17, 72]"
152,ship,"['wharf', 'commander', 'convoy']","['maj', 'the_yugoslav_army', 'french_soldiers', 'american_aircraft', 'patrol', 'checkpoint', '82d_airborne_division', 'military_headquarters', 'nasiriya', 'air_base', 'special_forces', 'pristina', 'convoys', 'united_states_marines', 'helicopter_gunships', 'military_police', 'american_command', 'ambush', 'ship', 'serbian_troops', 'basra', 'militiamen', 'brigade', 'kunduz', 'iraqi_soldiers', 'marines', 'tuzla', 'gardez', 'american_planes', 'armored_vehicle', 'armored_vehicles', 'paratroopers', 'mosul', 'kuwait_city', 'commandos', 'other_soldiers', 'airfield', 'jalalabad', 'infantry', 'military_base', 'american_warplanes', 'american_base', 'american_helicopters', 'american_marines', 'artillery', 'command_post', 'commander', 'battalion', '10th_mountain_division', 'southern_iraq', 'british_forces', 'squadron', 'american_tanks', 'british_troops', 'ramadi', 'local_commander', 'taliban_forces', 'garrison', 'military_official', 'reinforcements', 'brig', 'pakistani_troops', 'iraqi_police', 'military_spokesman', 'nato_forces', '101st_airborne_division', 'french_troops', 'serbian_soldiers', 'khost', 'armored_personnel_carriers', 'united_nations_forces', 'eastern_afghanistan', 'american_commander', 'humvee', 'wharf', 'convoy', 'armored_personnel_carrier', 'taliban_soldiers', 'southern_afghanistan', 'mogadishu', 'american_officer', 'kandahar', 'central_iraq', 'mazarisharif']","[66, 60, 9]"
153,clothing,"['tulle', 'boot', 'attire']","['skirt', 'curls', 'tulle', 'kilt', 'trousers', 'tweed', 'chaps', 'undershirt', 'parka', 'scarf', 'blazer', 'fleece', 'shawl', 'turtleneck', 'headdress', 'thong', 'poncho', 'garters', 'cuffs', 'flannel', 'strapless', 'corsets', 'tank_tops', 'sandals', 'tunics', 'feather', 'pearls', 'girdle', 'braid', 'baggy', 'tunic', 'braids', 'leather_pants', 'cleavage', 'boot', 'cape', 'baggy_pants', 'panties', 'stockings', 'attire', 'fedora', 'spandex', 'cardigans', 'necktie', 'rhinestones', 'beaded', 'unbuttoned', 'pleats', 'turtlenecks', 'stilettos', 'capes', 'platform_shoes', 'midriff', 'tassels', 'tights', 'sequined', 'accessorized', 'black_dress', 'hems', 'bodices', 'mascara', 'bra', 'ruffles', 'long_skirt', 'thongs', 'miniskirts', 'overalls', 'khaki', 'bodice', 'black_leather', 'sari', 'blouse', 'bikini', 'petticoats', 'miniskirt', 'laces', 'hem', 'satin', 'stiletto', 'breeches', 'neckline', 'zippers', 'clad', 'windbreaker', 'sequins', 'drape', 'suede', 'jodhpurs', 'tweeds', 'collars', 'sleeveless', 'sarong', 'corset', 'loafers', 'organza', 'bustier', 'high_heels', 'dreadlocks', 'leggings', 'ermine', 'robe', 'hot_pants', 'hooded', 'knits', 'raincoat', 'chiffon', 'lace', 'suspenders', 'earring', 'sandal', 'swimsuit', 'cardigan', 'halter', 'kimono', 'plaid', 'clothing', 'velvet', 'pleated', 'sweatshirt', 'lapels', 'taffeta', 'knickers', 'cashmere', 'buckles', 'denim', 'hemline', 'tank_top', 'chinos']","[59, 118, 52]"
154,car,"['parking', 'horn', 'speed']","['brakes', 'speeds', 'roller', 'locomotive', 'way_streets', '60_miles_an_hour', 'vibration', 'antilock_brakes', 'handlebars', 'high_speed', 'maneuverability', 'instrument_panel', 'whistles', 'rear_wheels', 'top_speed', 'sound_system', 'other_drivers', 'sharp_turns', 'braking', 'traffic_lights', 'paddles', 'noise', 'speed', 'dashboard', 'heavy_traffic', 'amplifiers', 'cabs', 'pedestrian', 'exhaust', 'headlights', 'curves', 'axle', 'other_cars', 'taxis', 'bikes', 'sunroof', 'speedometer', 'turnstile', 'traction_control', 'headlamps', 'freeway', 'engine', 'accelerator', 'vibrations', 'intersections', 'higher_speeds', 'roadway', 'lifts', 'emergency_brakes', 'automatic_transmission', 'golf_carts', 'jackhammer', 'high_speeds', 'horn', 'front_seats', 'loading', 'crosswalks', 'bike', 'tachometer', 'driving', 'motor', 'traffic_jam', 'pedals', 'most_cars', 'car', 'headroom', 'lanes', 'front_wheels', 'traffic', 'chassis', 'rails', 'stoplights', 'propeller', 'shifter', 'electric_motor', 'wheels', 'red_lights', 'traffic_signals', 'ramps', 'axles', 'wheel', 'meter', 'cruise_control', 'pedal', 'parking', 'torque', 'steering', 'steering_wheel', 'throttle', 'hydrant', 'race_cars', 'steering_column', 'flashing_lights', 'motors']","[51, 67, 8]"
155,strength,"['muster', 'strong', 'leverage']","['sustain', 'strength', 'public_support', 'popular_support', 'political_muscle', 'muster', 'upper_hand', 'wavering', 'enough_support', 'political_strength', 'much_support', 'international_support', 'clout', 'strong', 'leverage', 'political_support', 'exert', 'cohesion']","[58, 34, 44]"
156,technology,"['glitch', 'experimental', 'system']","['human_brain', 'same_system', 'mechanisms', 'circuits', 'new_technique', 'computing', 'circuitry', 'new_device', 'technique', 'system', 'devices', 'experimental', 'new_systems', 'current_technology', 'artificial_intelligence', 'labs', 'other_methods', 'other_systems', 'new_system', 'transmission', 'method', 'traditional_methods', 'same_technology', 'production_process', 'computer_systems', 'glitch', 'software', 'new_technology', 'such_systems', 'analog', 'new_method', 'based_system', 'computer_system', 'new_type', 'computation', 'machine', 'computer_technology', 'latest_technology', 'microprocessor', 'experiment', 'apparatus', 'machines', 'complex_system', 'antiquated', 'new_techniques', 'current_system', 'programmers', 'own_system', 'tracking_system', 'new_methods', 'computer_program', 'innovations', 'lasers', 'computerized', 'new_devices', 'new_process', 'algorithms', 'technologically', 'such_devices', 'flaw', 'simulation', 'superconductors', 'entire_system', 'algorithm', 'device', 'molecule', 'computer_chip', 'new_technologies', 'functions', 'technology', 'digital_technology', 'mechanism', 'manufacturing_process', 'computer_programs', 'new_software', 'technologies', 'processes', 'interface', 'systems', 'concept', 'encryption', 'software_programs', 'simulations']","[64, 58, 70]"
157,breaking,"['cut', 'reconstruct', 'rip']","['dig', 'yank', 'put', 'discard', 'trim', 'shred', 'slash', 'pry', 'hack', 'loosen', 'patch', 'lop', 'rip', 'smash', 'cutting', 'disassemble', 'wring', 'reassemble', 'straighten', 'bury', 'carve', 'strip', 'cut', 'whittle', 'twist', 'break', 'blast', 'shave', 'stitch', 'knock', 'reconstruct', 'scale', 'seal', 'peel', 'choke', 'flatten', 'ram', 'clamp', 'wall', 'roll', 'rearrange', 'breaking', 'chip', 'pump', 'nail', 'pare', 'tear', 'pull', 'slice', 'polish', 'chop', 'scrape', 'squeeze', 'wipe', 'plow']","[30, 18, 55]"
158,shape_and_size,"['bulky', 'spacious', 'round']","['uncluttered', 'brick_walls', 'mahogany', 'cramped', 'spartan', 'furnished', 'french_doors', 'chrome', 'main_room', 'low_ceilings', 'wooden', 'comfy', 'bulky', 'lifts', 'trim', 'upholstered', 'cavernous', 'small_rooms', 'cluttered', 'homey', 'high_ceiling', 'sleek', 'hewn', 'spare', 'snug', 'open_kitchen', 'dining_rooms', 'kingsize_bed', 'plush', 'banquettes', 'rustic', 'double_bed', 'soft_lighting', 'armchairs', 'dingy', 'airy', 'finishes', 'spotless', 'cozy', 'white_tablecloths', 'oval', 'shiny', 'main_dining_room', 'rectangular', 'sleekly', 'spacious', 'shape_and_size', 'nondescript', 'dark_wood', 'immaculate', 'double_beds', 'uncrowded', 'round', 'verandas', 'wellspaced_tables', 'squat', 'boxy', 'sofas', 'compact', 'luxurious', 'elegant', 'inviting', 'ceiling_fans', 'roomy', 'long_bar', 'pool_table', 'ornate', 'tiered', 'horseshoe', 'oversized', 'sturdy', 'marble_floors']","[69, 11, 22]"
159,power,"['oppose', 'leadership', 'obedience']","['new_majority', 'neutrality', 'too_much_power', 'electoral_process', 'support', 'political_leadership', 'minority_rights', 'representative_government', 'political_support', 'new_leaders', 'coalitions', 'equal_rights', 'strong_leadership', 'political_strength', 'moral_authority', 'repudiate', 'full_support', 'status_quo', 'elected_leaders', 'political_control', 'white_minority', 'most_members', 'popular_support', 'democratic_system', 'party_discipline', 'black_majority', 'new_coalition', 'nationalists', 'political_opposition', 'national_government', 'own_government', 'political_forces', 'party_leadership', 'strong_support', 'electoral_system', 'good_government', 'democratic_principles', 'advocate', 'acquiescence', 'new_leadership', 'anc', 'broad_coalition', 'espouse', 'power', 'broad_support', 'national_unity', 'opposition', 'political_reform', 'continued_support', 'political_clout', 'national_leadership', 'leadership', 'obedience', 'abolition', 'current_leadership', 'civil_society', 'hardliners', 'democratic_process', 'organized_labor', 'political_process', 'national_policy', 'coalition_partners', 'reformers', 'oppose', 'selfgovernment', 'reform']","[31, 30, 42]"
160,white_collar_job,"['successful', 'engineer', 'qualified']","['qualified', 'white_collar_job', 'successful', 'engineer']","[39, 34, 13]"
161,animal,"['donkey', 'hairy', 'vicious']","['spear', 'hideous', 'doe', 'unkempt', 'sullen', 'dragon', 'animal', 'rat', 'twisted', 'flirtatious', 'stereotypical', 'bald', 'furry', 'mischievous', 'thug', 'mite', 'peacock', 'ungainly', 'lizard', 'grotesquely', 'tiger', 'cheetah', 'ass', 'leering', 'monster', 'comical', 'fearsome', 'panther', 'sickly', 'lovable', 'goofy', 'shaggy', 'chubby', 'monstrously', 'werewolf', 'snake', 'tattooed', 'demented', 'docile', 'haughty', 'vampire', 'repulsive', 'zombie', 'ox', 'lunatic', 'hound', 'crooked', 'brutish', 'ornery', 'trashy', 'cock', 'crocodile', 'witless', 'ape', 'coyote', 'rattlesnake', 'gorilla', 'cunning', 'biting', 'lethally', 'savage', 'cockroach', 'slimy', 'stout', 'slovenly', 'manly', 'skinny', 'scruffy', 'skunk', 'creepy', 'conniving', 'weasel', 'rhino', 'macho', 'vile', 'maniac', 'monstrous', 'venomous', 'beast', 'malevolent', 'homely', 'uncouth', 'feral', 'heartless', 'scarecrow', 'bore', 'porcupine', 'tramp', 'bandit', 'drunk', 'mutt', 'wimpy', 'cobra', 'comically', 'sadistic', 'menacing', 'crazed', 'hairy', 'scorpion', 'glowering', 'python', 'brute', 'witch', 'vengeful', 'amorous', 'diabolical', 'vicious', 'misshapen', 'sneaky', 'toad', 'murderous', 'soft', 'maniacal', 'jolly', 'donkey', 'stray', 'homicidal', 'surly', 'ant', 'obscenely', 'wicked', 'demonic', 'scrawny', 'predator', 'deranged', 'loathsome', 'pit_bull', 'hippopotamus', 'fox', 'bloody', 'nasty', 'cuddly', 'babe', 'barnyard', 'addled']","[105, 53, 125]"
162,party,"['celebration', 'barbecue', 'booze']","['champagne', 'seder', 'sweets', 'celebrants', 'toasting', 'high_tea', 'cocktail_hour', 'cookout', 'feasting', 'picnic', 'pageantry', 'bonfire', 'feast', 'supper', 'celebrations', 'purim', 'campfire', 'barbecuing', 'special_occasion', 'teatime', 'toasts', 'drink', 'mardi_gras', 'festivity', 'picnics', 'barbecue', 'candlelight', 'carnival', 'rock_concert', 'fried_chicken', 'toast', 'hot_chocolate', 'fourth_of_july', 'petting_zoo', 'cold_beer', 'pub', 'festivities', 'treats', 'fiesta', 'party', 'ice_cream', 'cocktail', 'celebration', 'barbecues', 'ritual', 'fireworks_display', 'refreshment', 'hot_dog', 'the_new_year', 'partying', 'birthday_cake', 'lent', 'martini', 'family_dinner', 'martinis', 'margaritas', 'christmas_dinner', 'revelers', 'halloween', 'revelry', 'hanukkah', 'parades', 'chinese_food', 'hot_dogs', 'treat', 'feasts', 'eggnog', 'haggis', 'cotton_candy', 'fireworks', 'family_reunion', 'circus', 'st_patricks_day', 'circuses', 'pony_rides', 'booze']","[38, 10, 6]"
163,terrorism,"['casualty', 'rebel', 'terrorism']","['islamic_fundamentalists', 'infiltration', 'civilian_population', 'armed_groups', 'drug_war', 'armed_resistance', 'terrorist_organizations', 'the_shining_path', 'extremist_groups', 'muslim_militants', 'islamic_militancy', 'armed_conflict', 'militias', 'islamic_extremism', 'terrorist_groups', 'paramilitary_groups', 'islamic_terrorists', 'hezbollah', 'guerrilla_groups', 'enemy', 'renamo', 'pkk', 'global_war', 'allout_war', 'terrorist', 'guerrilla_movement', 'unita', 'rebel_movement', 'shining_path', 'separatists', 'paramilitaries', 'terrorist_network', 'muslim_fundamentalists', 'terrorism', 'insurgency', 'guerrilla_warfare', 'islamic_militants', 'new_war', 'terrorist_acts', 'islamic_fundamentalism', 'guerrilla', 'militant_islam', 'long_war', 'islamic_guerrillas', 'taliban_government', 'extremism', 'international_terrorism', 'warlord', 'militant_groups', 'rebel', 'farc', 'islamic_extremists', 'indonesian_military', 'extremists', 'guerrilla_war', 'global_terrorism', 'holy_war', 'islamic_radicals', 'guerrilla_attacks', 'warlords', 'islamists', 'palestinian_cause', 'insurrection', 'islamic_terrorism', 'armed_struggle', 'terrorists', 'taliban', 'terror', 'casualty', 'mr_husseins_government']","[58, 38, 17]"
164,smell,"['potent', 'smoke', 'enticing']","['belching', 'smoky', 'venom', 'brittle', 'hum', 'repellent', 'unsightly', 'homogenized', 'scent', 'alluring', 'light', 'dense', 'threatening', 'watery', 'colorless', 'smoke', 'icy', 'puffs', 'detectable', 'refined', 'inhaled', 'vapor', 'suffocating', 'smell', 'jarring', 'reeking', 'obtrusive', 'addictive', 'slick', 'wood_smoke', 'cooler', 'pungent', 'benign', 'cigarette_smoke', 'froth', 'synthetic', 'brighter', 'deadly', 'ethereal', 'terrifying', 'smelly', 'saturated', 'intoxicating', 'raw', 'stench', 'soothing', 'unpleasant', 'lethal', 'inert', 'poisonous', 'sterile', 'odorless', 'odor', 'radioactive', 'smells', 'lifeless', 'permeable', 'combustible', 'enticing', 'vapors', 'potent', 'prosaic', 'denser', 'emitting', 'oily', 'aroma', 'corrosive', 'faintly', 'acidic', 'weightless', 'fumes', 'bubbles', 'noxious', 'smelling', 'oozing', 'menacing', 'subtle', 'incendiary', 'noisy', 'flammable', 'harmless', 'pliable', 'ominous', 'puff', 'soggy', 'acrid', 'antiseptic', 'sticky', 'hot_air', 'tar', 'faint', 'cold_air', 'inhale', 'toxic', 'absorbent', 'muffled', 'viscous', 'tasteless', 'haze']","[25, 53, 29]"
165,disappointment,"['displeased', 'loathing', 'disappoint']","['cockiness', 'waver', 'little_patience', 'surprise', 'mistrust', 'quarrel', 'envious', 'cynics', 'gloating', 'impatience', 'resent', 'loathe', 'timidity', 'frankness', 'recoil', 'rankle', 'very_presence', 'disdain', 'bravado', 'annoy', 'revel', 'envy', 'bemused', 'shock', 'unsettle', 'pained', 'smug', 'disappoint', 'rejoicing', 'insult', 'disgusted', 'unimpressed', 'bewildered', 'despise', 'scorn', 'bluster', 'infuriating', 'profess', 'distrust', 'belittle', 'doubting', 'petulance', 'distaste', 'understandably', 'dislike', 'infuriate', 'mock', 'unnerve', 'trouble', 'empathize', 'slighted', 'professed', 'irritated', 'exult', 'disappointment', 'stubbornness', 'cowed', 'cringe', 'betray', 'professes', 'displeased', 'ungrateful', 'bafflement', 'detest', 'endear', 'contemptuous', 'sympathize', 'gloat', 'disconcerted', 'loathing', 'unsatisfied', 'reticence', 'flattered', 'anger', 'amused', 'offend', 'exasperated', 'wince']","[21, 22, 66]"
166,poor,"['charitable', 'funding', 'misfortune']","['safety_net', 'medical_research', 'nea', 'charitable_giving', 'government_financing', 'misfortune', 'tax_dollars', 'charitable', 'charity', 'new_resources', 'corporate_support', 'funding', 'community_support', 'needy', 'government_programs', 'giving', 'government_aid', 'largesse', 'poor', 'financial_resources', 'public_funds', 'federal_support', 'federal_money', 'money', 'social_programs', 'monies', 'government_funds', 'private_support', 'federal_funds', 'philanthropy', 'nonprofits', 'government_support', 'social_services', 'charities', 'private_donations', 'public_education', 'limited_resources', 'fund', 'resources', 'public_good', 'endowment', 'federal_dollars', 'education', 'grants', 'neediest', 'public_money', 'many_programs', 'assistance', 'financial_support', 'government_money', 'volunteerism', 'largess', 'helping_hand', 'tax_money', 'government_funding', 'own_resources', 'private_money', 'private_charities', 'funds']","[62, 27, 26]"
167,plant,"['leafy', 'overhang', 'edible']","['myrtle', 'spongy', 'spruces', 'gingerbread', 'beech', 'yew', 'dogwood', 'sandy_soil', 'mountain_laurel', 'groves', 'cattails', 'yews', 'grapevines', 'magnolia', 'sprouts', 'sunflowers', 'yarrow', 'conifers', 'zinnias', 'thatch', 'hemlock', 'watery', 'petunias', 'carp', 'buckwheat', 'berry', 'pine', 'peonies', 'oyster', 'cypress', 'purslane', 'verbena', 'anemones', 'violets', 'marbled', 'sycamore', 'honeysuckle', 'begonias', 'rhododendron', 'moldy', 'hollyhocks', 'apricot', 'blueberry', 'yucca', 'hibiscus', 'hydrangea', 'clematis', 'dahlias', 'sumac', 'salvia', 'moss', 'snails', 'herbaceous', 'bayberry', 'hosta', 'maples', 'quince', 'hickory', 'kelp', 'fig', 'blossom', 'thistle', 'bougainvillea', 'white_pine', 'succulents', 'mesquite', 'starfish', 'cedar', 'fragrant', 'maple', 'scallop', 'birch', 'crocus', 'crustaceans', 'plant', 'geranium', 'columbine', 'papaya', 'willow', 'rhododendrons', 'pineapples', 'evergreens', 'cedars', 'pine_needles', 'asters', 'cyclamen', 'clover', 'woodsy', 'aromatic', 'nasturtiums', 'holly', 'fern', 'leafy', 'mounded', 'speckled', 'crumbly', 'phlox', 'hollies', 'waxy', 'wisteria', 'junipers', 'evergreen', 'oily', 'seaweed', 'milkweed', 'juniper', 'boxwood', 'lichen', 'green_leaves', 'spruce', 'eucalyptus', 'marigolds', 'pinkish', 'goldenrod', 'taro', 'hardwoods', 'dandelions', 'viburnum', 'humus', 'redwood', 'ferns', 'cactuses', 'almond', 'pachysandra', 'geraniums', 'scented', 'edible', 'ornamental', 'fruit_trees', 'sunflower', 'dusting', 'cabbages', 'overhang', 'blue_flowers', 'pomegranates', 'fibrous', 'woody', 'cactus', 'millet', 'chrysanthemums', 'peat_moss', 'sugar_maples', 'jasmine', 'lilac', 'grassy', 'azalea', 'dandelion']","[118, 90, 97]"
168,pain,"['hurtful', 'stinging', 'migraine']","['insidious', 'unnatural', 'condescending', 'migraine', 'pathological', 'malicious', 'antisocial', 'patronizing', 'withering', 'morbid', 'hurtful', 'intemperate', 'inexplicable', 'humiliating', 'cavalier', 'hypersensitive', 'demeaning', 'horrifying', 'contemptible', 'spiteful', 'irritating', 'disgusting', 'disagreeable', 'pathetic', 'mindless', 'perverse', 'unspeakably', 'repulsive', 'sickening', 'nagging', 'depraved', 'cowardly', 'uncaring', 'unfeeling', 'cruel', 'flippant', 'idiotic', 'inflammatory', 'revolting', 'debilitating', 'moralistic', 'shameful', 'unforgivable', 'boorish', 'pernicious', 'myopic', 'unpleasant', 'vile', 'venomous', 'thoughtless', 'gruesome', 'uncouth', 'infantile', 'maddening', 'gratuitously', 'stinging', 'heartless', 'aberrant', 'cathartic', 'bothersome', 'undignified', 'despicable', 'unsavory', 'gratuitous', 'poor_taste', 'appalling', 'sexist', 'delusional', 'callous', 'vicious', 'exploitative', 'childish', 'nauseating', 'vindictive', 'pain', 'insufferable', 'incoherent', 'inarticulate', 'irrational', 'insulting', 'misogynistic', 'uncivilized', 'loathsome', 'inhuman', 'exploitive', 'odious', 'degrading', 'hateful']","[59, 71, 77]"
169,beauty,"['lovely', 'captivating', 'rose']","['lovely', 'heavenly', 'magnificent', 'shapely', 'wan', 'limpid', 'evocative', 'demure', 'regal', 'soothing', 'piquant', 'smoky', 'bracing', 'exquisite', 'silvery', 'tranquil', 'brightened', 'beauty', 'graceful', 'mellow', 'dusky', 'sensuous', 'voluptuous', 'captivating', 'pungent', 'enchanting', 'hued', 'splendid', 'shimmering', 'autumnal', 'luminous', 'bathed', 'brightens', 'gorgeous', 'austere', 'majestic', 'earthy', 'lustrous', 'ethereal', 'placid', 'plump', 'redolent', 'sumptuous', 'luscious', 'nondescript', 'undistinguished', 'glowed', 'featureless', 'luxuriant', 'rose', 'glorious', 'glowing', 'icy', 'velvety', 'sparkling', 'fragrant', 'glows', 'stately', 'stony', 'haunting', 'lush', 'monochromatic', 'ghostly', 'exuberant', 'serene', 'sprightly', 'shone', 'radiant', 'buoyant', 'dainty']","[43, 2, 7]"
170,timidity,"['bashful', 'meek', 'demeanor']","['jovial', 'unassuming', 'quizzical', 'polite', 'haughty', 'talkative', 'composed', 'humorless', 'sullen', 'imperious', 'reserved', 'bemused', 'brusque', 'childish', 'personable', 'dour', 'glib', 'avuncular', 'affectionate', 'bashful', 'inarticulate', 'studious', 'mischievous', 'stoic', 'pompous', 'easygoing', 'professorial', 'courtly', 'loquacious', 'garrulous', 'unflappable', 'meek', 'demeanor', 'outwardly', 'surly', 'dignified', 'impulsive', 'affable', 'petulant', 'diffident', 'steely', 'chatty', 'boyishly', 'unfailingly', 'excitable', 'timidity', 'curt', 'blunt', 'laconic', 'voluble', 'sarcastic', 'gruff', 'overbearing', 'impetuous', 'taciturn', 'boastful']","[12, 36, 15]"
171,philosophy,"['intellectual', 'philosophical', 'intellectual']","['pragmatic', 'philosophy', 'materialistic', 'ideological', 'visionary', 'idealistic', 'intellectual', 'unconventional', 'charismatic', 'ideologue', 'esthetic', 'utopian', 'polemical', 'obsessive', 'dogmatic', 'moralist', 'iconoclastic', 'thinker', 'bourgeois', 'realist', 'humanist', 'revolutionary', 'idealist', 'erudite', 'pompous', 'provocateur', 'scholarly', 'individualist', 'articulate', 'fanatical', 'philosophical', 'reactionary', 'worldly', 'eccentric', 'analytical', 'philosopher', 'principled', 'ardent', 'feminist', 'brash', 'passionate', 'journalistic', 'ascetic', 'uncompromising', 'academic', 'urbane', 'mystical', 'polemicist', 'canny', 'noble', 'shrewd', 'overbearing']","[28, 29, 28]"
172,negotiate,"['renewal', 'monetary', 'transaction']","['such_transactions', 'reorganization_plan', 'capital_structure', 'auction_process', 'monetary', 'equity', 'financial_restructuring', 'campeau', 'entity', 'recapitalization', 'new_terms', 'fdic', 'original_agreement', 'debt_restructuring', 'negotiation', 'tax_benefits', 'shareholder_approval', 'renewal', 'credit_line', 'lender', 'rate_increase', 'bondholders', 'negotiate', 'other_contracts', 'expiration', 'transaction', 'cost_savings', 'settlement', 'bankruptcy_filing', 'divestiture', 'deal', 'renegotiation', 'bank_loans', 'new_arrangement', 'debtor', 'termination', 'new_proposal', 'buyout', 'restructuring', 'accounting_rules', 'swap', 'repayment', 'bidding_process', 'buyback', 'reorganization', 'new_bid', 'qwest', 'new_agreement', 'new_offer', 'refinancing', 'accounting_treatment', 'bank_board', 'acquisition', 'bailout', 'financial_institution', 'new_loans', 'stock_offering', 'purchase', 'loan_agreement', 'merger', 'new_financing', 'liquidation', 'loan_guarantees', 'acquirer', 'accounting_method', 'contingency', 'deferral', 'takeover', 'issuance', 'proposed_agreement', 'merger_agreement', 'such_sales', 'transactions', 'proposed_deal', 'asset_sales', 'agreement', 'proposed_merger', 'valuation', 'restructuring_plan', 'such_deals', 'creditor', 'market_conditions']","[54, 1, 78]"
173,negative_emotion,"['terrible', 'mean', 'beat']","['sure', 'unbelievable', 'same_thing', 'heck', 'scares', 'mean', 'negative_emotion', 'mess', 'think', 'other_guy', 'awful', 'win', 'bad', 'next_guy', 'hurts', 'happen', 'terrible', 'matter', 'horrible', 'bad_thing', 'good', 'know', 'anymore', 'ok', 'bad_things', 'wrong_thing', 'worst_thing', 'beat', 'stupid', 'hate', 'lousy']","[55, 29, 13]"
174,cleaning,"['dry', 'scrubbing', 'hygiene']","['dry', 'biodegradable', 'shellac', 'spongy', 'warm_water', 'piping', 'latex', 'peeling', 'turpentine', 'waterproof', 'garden_hose', 'staining', 'flakes', 'disinfectant', 'sodden', 'sawdust', 'vacuuming', 'varnish', 'thick_layer', 'tubs', 'clear_water', 'wet', 'cool_water', 'wood_chips', 'sanding', 'damp', 'peels', 'moldy', 'plain_water', 'rinse', 'gummy', 'cleanser', 'vacuumed', 'little_water', 'new_paint', 'bleach', 'washing', 'smelly', 'discolored', 'wetting', 'hygiene', 'brine', 'soapy_water', 'scrubbing', 'mildew', 'greasy', 'cleaner', 'filler', 'salts', 'grout', 'sponge', 'hardens', 'refilling', 'linseed_oil', 'lint', 'scrub', 'cleaning', 'grease', 'powdery', 'wash', 'crumbly', 'wire_brush', 'soaks', 'oily', 'lubricated', 'remover', 'seaweed', 'smelling', 'sponges', 'dries', 'tannin', 'pliable', 'soggy', 'drying', 'mineral_spirits', 'top_layer', 'sticky', 'coating', 'salt_water', 'chalky', 'tar', 'dusting', 'stains', 'coated', 'scrubbed', 'peat_moss', 'sprays', 'dampness', 'drips', 'viscous', 'rinsing']","[53, 14, 61]"
175,messaging,"['messaging', 'notify', 'device']","['activate', 'central_computer', 'passwords', 'credit_card_number', 'internet_service_provider', 'home_computer', 'pager', 'sensor', 'transmit', 'wirelessly', 'phone_line', 'internet_connection', 'new_device', 'password', 'scanner', 'alarm_system', 'devices', 'computer_network', 'electronically', 'new_software', 'web_browser', 'computer_user', 'credit_card_information', 'caller_id', 'other_devices', 'modem', 'transmitter', 'manually', 'computer_system', 'sender', 'electronic_mail', 'disconnect', 'notify', 'alert', 'security_system', 'messaging', 'scanners', 'special_software', 'software_program', 'user', 'desktop_computer', 'senders', 'personal_data', 'computerized_system', 'computer_data', 'disable', 'electronic_device', 'transponder', 'encryption', 'service_provider', 'device', 'tracking_system', 'computer_chip', 'fax_machine', 'transmission', 'handset', 'telephone_line']","[0, 31, 4]"
